DEPTH,A,B
3434.6388,13.87547,85.75365
3434.7912,6.46121,86.20457
3434.9436,4.40929,83.17763
3435.096,3.26076,82.9423
3435.2484,3.20543,85.15533
3435.4008,2.95763,85.49905
3435.5532,2.89463,85.44425
3435.7056,2.64237,84.22935
3435.858,2.52532,82.62241
3436.0104,2.18928,82.49467
3436.1628,2.38823,83.13277
3436.3152,2.88458,83.34579
3436.4676,3.17201,83.52343
3436.62,3.32756,84.88704
3436.7724,4.28146,85.73363
3436.9248,8.44205,86.06116
3437.0772,8.56104,86.0996
3437.2296,6.82614,86.6344
3437.382,6.50471,87.12104
3437.5344,6.04331,83.55129
3437.6868,5.84097,79.93267
3437.8392,5.58841,79.34456
3437.9916,6.57277,79.26089
3438.144,8.35267,78.70485
3438.2964,7.96283,78.94515
3438.4488,7.01662,78.23811
3438.6012,6.213,76.78912
3438.7536,5.92528,76.53229
3438.906,6.14235,76.56482
3439.0584,6.64338,77.16713
3439.2108,7.3512,77.21053
3439.3632,9.73105,78.27788
3439.5156,10.64557,79.28726
3439.668,7.83799,84.41509
3439.8204,6.62731,83.58536
3439.9728,6.79031,87.54368
3440.1252,7.07894,92.64765
3440.2776,7.00108,96.0942
3440.43,6.6594,97.14095
3440.5824,6.43472,100.35354
3440.7348,6.02804,111.35021
3440.8872,5.65253,113.6683
3441.0396,6.17256,117.10578
3441.192,7.39136,116.22975
3441.3444,8.87135,116.87428
3441.4968,7.88663,117.51878
3441.6492,7.20523,119.41009
3441.8016,9.09694,115.61265
3441.954,14.52974,117.38372
3442.1064,12.76857,92.16271
3442.2588,10.62592,92.38802
3442.4112,9.78978,92.68919
3442.5636,9.55545,91.07668
3442.716,8.95512,91.73215
3442.8684,8.73696,93.55025
3443.0208,8.08504,95.20184
3443.1732,7.55245,95.97548
3443.3256,7.75012,95.32922
3443.478,8.97076,93.88309
3443.6304,11.03289,93.72472
3443.7828,11.21997,94.90027
3443.9352,11.3733,82.9181
3444.0876,16.80021,80.56288
3444.24,30.04414,81.69292
3444.3924,24.46501,80.73219
3444.5448,16.60989,80.79135
3444.6972,14.53951,82.71251
3444.8496,13.36091,86.65336
3445.002,12.60915,87.66456
3445.1544,11.44509,87.81407
3445.3068,11.34285,89.958
3445.4592,10.43426,89.82142
3445.6116,9.63763,86.76443
3445.764,10.62306,83.04008
3445.9164,12.74318,81.47569
3446.0688,15.07959,79.6838
3446.2212,15.10359,80.21757
3446.3736,14.96303,77.27997
3446.526,15.75916,75.99676
3446.6784,16.8632,76.48846
3446.8308,15.94808,77.85214
3446.9832,15.02802,76.91009
3447.1356,13.64828,78.20183
3447.288,11.41548,77.9234
3447.4404,11.70836,76.72413
3447.5928,12.1887,77.08508
3447.7452,12.64916,78.41593
3447.8976,13.34113,77.21343
3448.05,14.24561,75.54572
3448.2024,13.48956,74.29908
3448.3548,12.02014,69.92758
3448.5072,14.79692,74.39156
3448.6596,20.88225,66.3431
3448.812,23.47028,70.18934
3448.9644,31.20023,80.4391
3449.1168,19.15687,94.22453
3449.2692,33.38806,95.90782
3449.4216,20.46798,95.17331
3449.574,15.59198,89.83864
3449.7264,11.33327,92.02516
3449.8788,11.94784,89.66171
3450.0312,13.1094,89.38534
3450.1836,14.81109,95.04054
3450.336,13.9818,94.75473
3450.4884,13.07279,95.1653
3450.6408,12.16867,96.5525
3450.7932,14.33503,96.0643
3450.9456,16.08659,98.92226
3451.098,17.71822,100.57534
3451.2504,18.72826,100.40621
3451.4028,15.05159,100.64661
3451.5552,12.99213,100.26716
3451.7076,13.14618,103.45113
3451.86,12.85504,104.40802
3452.0124,12.66709,103.51694
3452.1648,13.22238,103.53715
3452.3172,14.0247,103.48874
3452.4696,14.33588,103.58351
3452.622,14.46421,107.40762
3452.7744,11.53927,108.70156
3452.9268,13.0818,94.39327
3453.0792,18.31864,93.64084
3453.2316,23.59674,93.24728
3453.384,18.93956,92.69059
3453.5364,16.35201,92.40475
3453.6888,17.16159,92.55289
3453.8412,22.34672,92.46053
3453.9936,24.53165,58.877
3454.146,27.56577,61.84206
3454.2984,50.28123,65.04286
3454.4508,42.71505,64.99397
3454.6032,35.22917,63.93049
3454.7556,18.2683,63.95756
3454.908,13.03906,63.96143
3455.0604,12.81991,64.29951
3455.2128,10.9303,68.17413
3455.3652,7.88571,70.26518
3455.5176,9.30313,71.23347
3455.67,11.60674,71.31872
3455.8224,11.05334,73.11244
3455.9748,11.13382,74.58215
3456.1272,12.25191,75.6716
3456.2796,12.68825,76.23761
3456.432,12.69719,76.77647
3456.5844,12.82753,77.14354
3456.7368,12.15376,76.41903
3456.8892,13.0839,76.49191
3457.0416,14.48252,76.35261
3457.194,13.51631,76.52269
3457.3464,11.36345,74.67585
3457.4988,9.46737,74.09737
3457.6512,9.54844,73.87529
3457.8036,9.05334,72.66609
3457.956,8.96085,71.78162
3458.1084,9.68936,71.79674
3458.2608,11.7046,71.83023
3458.4132,14.45893,73.08043
3458.5656,17.40261,74.65567
3458.718,14.55929,76.87464
3458.8704,10.67132,78.52172
3459.0228,11.12639,81.41345
3459.1752,11.23395,82.01415
3459.3276,11.29065,84.49778
3459.48,8.85515,87.59257
3459.6324,6.65355,88.58326
3459.7848,6.49767,89.06884
3459.9372,6.81315,89.16031
3460.0896,7.14671,89.25717
3460.242,7.44511,89.33155
3460.3944,7.76291,84.75074
3460.5468,8.20708,79.14793
3460.6992,8.15202,78.52093
3460.8516,9.65282,77.34059
3461.004,11.32551,75.90346
3461.1564,7.51753,74.24398
3461.3088,5.16538,74.09523
3461.4612,5.24355,74.16933
3461.6136,5.67526,74.5325
3461.766,5.11064,75.2479
3461.9184,4.75348,77.19081
3462.0708,4.47303,77.67151
3462.2232,4.60202,79.28781
3462.3756,4.75889,79.29485
3462.528,4.77677,79.2854
3462.6804,4.74936,79.49282
3462.8328,4.6656,79.74574
3462.9852,4.62541,79.83023
3463.1376,4.54499,79.66372
3463.29,4.42718,79.72331
3463.4424,4.60422,79.71809
3463.5948,4.85208,79.35791
3463.7472,4.84036,79.63311
3463.8996,4.72493,79.70468
3464.052,4.59956,79.22986
3464.2044,4.6458,79.73955
3464.3568,4.8908,79.57587
3464.5092,5.20831,79.77503
3464.6616,5.16782,79.66451
3464.814,4.97892,79.48151
3464.9664,4.86537,79.37403
3465.1188,4.97173,79.27565
3465.2712,4.8411,79.29811
3465.4236,4.66793,79.24187
3465.576,4.71805,78.27584
3465.7284,4.81664,78.88876
3465.8808,4.82694,79.01461
3466.0332,4.80446,78.95737
3466.1856,4.79703,79.05159
3466.338,4.70401,78.8969
3466.4904,4.57956,78.05056
3466.6428,4.52883,78.11582
3466.7952,4.6197,78.20473
3466.9476,4.58104,78.22662
3467.1,4.47857,75.68763
3467.2524,4.4215,73.96103
3467.4048,4.83392,73.9047
3467.5572,5.19797,74.0799
3467.7096,5.41604,70.41005
3467.862,5.48528,69.16372
3468.0144,5.56654,69.65823
3468.1668,5.52461,68.20369
3468.3192,5.37085,68.43248
3468.4716,5.3475,69.44408
3468.624,5.41565,71.20552
3468.7764,5.83257,71.72115
3468.9288,5.21205,71.94118
3469.0812,4.68433,72.81861
3469.2336,4.63196,74.7024
3469.386,4.55924,76.06266
3469.5384,4.61602,76.65056
3469.6908,4.35754,76.53336
3469.8432,4.22572,77.06268
3469.9956,4.0369,76.46002
3470.148,3.95385,76.18388
3470.3004,3.64698,75.88721
3470.4528,3.81978,75.55145
3470.6052,4.55394,75.09897
3470.7576,4.82713,74.71468
3470.91,4.88382,74.3929
3471.0624,4.87501,74.32807
3471.2148,5.05008,74.10221
3471.3672,5.20889,74.00053
3471.5196,5.35781,74.07329
3471.672,5.43859,73.99563
3471.8244,5.36683,74.34977
3471.9768,5.31778,74.62674
3472.1292,5.2626,74.61595
3472.2816,5.19455,74.63744
3472.434,5.24117,74.6365
3472.5864,5.24035,74.84334
3472.7388,5.316,74.76183
3472.8912,5.36382,74.77863
3473.0436,5.40611,74.92789
3473.196,5.37224,74.90009
3473.3484,5.31424,75.08529
3473.5008,5.32907,75.17429
3473.6532,5.40136,75.1681
3473.8056,5.29933,75.45071
3473.958,5.24358,75.32016
3474.1104,5.23043,75.385
3474.2628,5.2704,75.37524
3474.4152,5.29472,75.49549
3474.5676,5.29564,75.57065
3474.72,5.26606,75.57934
3474.8724,5.35692,75.91495
3475.0248,5.41737,76.45603
3475.1772,5.22879,76.72383
3475.3296,5.01758,76.78168
3475.482,5.11905,77.10062
3475.6344,5.17116,77.41509
3475.7868,5.14528,77.35928
3475.9392,5.03414,77.30789
3476.0916,5.00485,77.24857
3476.244,5.00454,77.27463
3476.3964,4.98307,77.32776
3476.5488,4.95345,77.29231
3476.7012,4.97389,77.20151
3476.8536,4.99027,77.26412
3477.006,4.89975,77.26141
3477.1584,4.83702,77.34702
3477.3108,4.93956,77.45745
3477.4632,5.07161,77.57748
3477.6156,5.13199,77.63795
3477.768,5.17003,77.83885
3477.9204,5.19902,77.90286
3478.0728,5.20648,78.00006
3478.2252,5.29024,77.92306
3478.3776,5.24573,77.94208
3478.53,5.28809,77.34151
3478.6824,5.26119,76.18287
3478.8348,5.38217,75.91836
3478.9872,5.58871,75.81964
3479.1396,5.50342,75.2461
3479.292,5.48523,73.85277
3479.4444,6.24029,73.55202
3479.5968,5.99719,73.01633
3479.7492,4.7618,72.14329
3479.9016,4.23623,72.0995
3480.054,4.03031,71.41592
3480.2064,4.00595,70.62847
3480.3588,3.92332,70.87481
3480.5112,3.68466,70.38
3480.6636,3.78479,70.46659
3480.816,3.88222,70.93888
3480.9684,4.07346,71.21713
3481.1208,4.96657,71.30519
3481.2732,4.39847,70.49332
3481.4256,3.48112,73.88492
3481.578,2.7474,75.3155
3481.7304,2.95559,75.86749
3481.8828,3.09473,76.19415
3482.0352,4.94078,76.65827
3482.1876,3.15792,76.76553
3482.34,2.21844,76.44728
3482.4924,1.91075,76.86388
3482.6448,1.98732,76.03489
3482.7972,2.10646,74.25272
3482.9496,2.3301,72.78036
3483.102,2.59179,72.33553
3483.2544,2.56764,71.13166
3483.4068,2.75652,70.4163
3483.5592,3.04615,70.10494
3483.7116,3.08319,70.08687
3483.864,3.03585,70.15993
3484.0164,3.06129,70.41243
3484.1688,3.05866,70.42758
3484.3212,3.14526,70.57802
3484.4736,3.35542,70.53438
3484.626,3.62839,70.23903
3484.7784,3.65773,70.17398
3484.9308,3.06616,70.46083
3485.0832,2.44762,71.86666
3485.2356,2.48957,72.25281
3485.388,2.44996,72.90523
3485.5404,2.38429,73.25706
3485.6928,2.2989,73.94463
3485.8452,2.16267,74.30216
3485.9976,2.06836,75.72872
3486.15,2.22081,75.98554
3486.3024,2.40473,76.21978
3486.4548,2.69374,76.26565
3486.6072,2.69324,75.55663
3486.7596,2.66855,74.54652
3486.912,2.611,74.30646
3487.0644,2.6969,73.64904
3487.2168,3.10442,72.44428
3487.3692,3.50448,72.17173
3487.5216,3.6036,71.47889
3487.674,3.52344,70.8279
3487.8264,3.85753,70.55401
3487.9788,3.87191,70.70881
3488.1312,3.80072,70.61335
3488.2836,3.97395,70.75813
3488.436,3.74564,70.59796
3488.5884,3.78788,70.36357
3488.7408,3.58457,70.48777
3488.8932,3.78949,70.37369
3489.0456,4.58495,71.11584
3489.198,3.07933,71.49724
3489.3504,2.41991,70.93592
3489.5028,2.23242,70.83192
3489.6552,2.40843,71.32728
3489.8076,2.24195,70.84768
3489.96,2.33691,71.93551
3490.1124,2.30002,72.54213
3490.2648,3.20589,73.96143
3490.4172,2.88801,74.06536
3490.5696,1.95095,74.02504
3490.722,1.65532,75.08111
3490.8744,1.7587,76.754
3491.0268,1.8208,77.69206
3491.1792,1.83525,76.49547
3491.3316,1.86692,76.29912
3491.484,1.89281,76.0508
3491.6364,1.95616,75.67693
3491.7888,2.00043,75.48463
3491.9412,2.00377,75.76728
3492.0936,2.0662,74.60337
3492.246,2.14937,74.38004
3492.3984,2.28266,73.99099
3492.5508,2.28452,74.00114
3492.7032,2.31964,73.97679
3492.8556,2.44441,74.06539
3493.008,2.40393,74.10453
3493.1604,2.34524,74.13769
3493.3128,2.20501,74.1131
3493.4652,2.2537,74.06869
3493.6176,2.44092,73.757
3493.77,2.68759,73.55888
3493.9224,2.76923,73.57272
3494.0748,2.78741,73.57137
3494.2272,2.86732,73.5184
3494.3796,2.90388,73.41047
3494.532,2.98538,73.42184
3494.6844,2.95489,73.45695
3494.8368,3.16839,73.45397
3494.9892,3.42741,73.42964
3495.1416,3.67487,73.46027
3495.294,3.7945,73.45299
3495.4464,3.83765,73.46433
3495.5988,3.96131,73.43882
3495.7512,3.84707,73.67059
3495.9036,3.78186,73.99288
3496.056,3.70423,73.98615
3496.2084,3.67351,74.09926
3496.3608,3.67591,74.18442
3496.5132,3.626,74.30549
3496.6656,3.58344,74.47291
3496.818,3.53376,74.49065
3496.9704,3.6504,74.51888
3497.1228,3.73301,74.57624
3497.2752,3.74804,74.57404
3497.4276,3.73397,74.78731
3497.58,3.73183,75.21193
3497.7324,3.6803,75.24899
3497.8848,3.63985,75.69924
3498.0372,3.59466,75.77581
3498.1896,3.55835,76.2687
3498.342,3.54216,76.55799
3498.4944,3.53515,76.76516
3498.6468,3.55932,76.55893
3498.7992,3.61474,76.57996
3498.9516,3.60659,76.56192
3499.104,3.65998,76.48746
3499.2564,3.60624,76.60575
3499.4088,3.76687,76.81557
3499.5612,3.93953,77.55865
3499.7136,4.08397,77.93568
3499.866,3.86403,77.88228
3500.0184,3.55999,77.91715
3500.1708,3.40322,77.75405
3500.3232,3.40863,77.54301
3500.4756,3.36988,77.6713
3500.628,3.39703,77.49933
3500.7804,3.46592,77.4748
3500.9328,3.68728,77.46702
3501.0852,4.06611,77.42844
3501.2376,3.83491,77.46062
3501.39,3.68266,77.91462
3501.5424,3.59228,78.96295
3501.6948,3.45297,79.59678
3501.8472,3.3443,79.69657
3501.9996,3.32281,79.83849
3502.152,3.30465,79.90722
3502.3044,3.25096,79.92371
3502.4568,3.20195,79.45228
3502.6092,3.24472,79.15427
3502.7616,3.30497,78.01344
3502.914,3.3406,78.47524
3503.0664,3.35473,78.43988
3503.2188,3.35664,78.25176
3503.3712,3.37086,77.95882
3503.5236,3.38234,78.03057
3503.676,3.39135,78.62319
3503.8284,3.37108,78.53769
3503.9808,3.35159,79.0586
3504.1332,3.35325,80.41551
3504.2856,3.40246,81.18202
3504.438,3.43348,81.83103
3504.5904,3.43413,82.58708
3504.7428,3.42764,83.35622
3504.8952,3.46039,82.95742
3505.0476,3.50434,83.26179
3505.2,3.50828,83.34341
3505.3524,3.47562,83.70006
3505.5048,3.50281,83.68738
3505.6572,3.56097,83.82466
3505.8096,3.599,84.07954
3505.962,3.57002,84.31509
3506.1144,3.56235,84.48011
3506.2668,3.56388,83.73146
3506.4192,3.60746,84.33914
3506.5716,3.66402,83.86807
3506.724,3.6857,82.66048
3506.8764,3.74127,81.9196
3507.0288,3.78692,80.73576
3507.1812,3.85706,79.86943
3507.3336,4.04003,79.18798
3507.486,4.06217,79.21002
3507.6384,3.97732,79.56752
3507.7908,3.6588,79.77101
3507.9432,3.43001,80.40301
3508.0956,3.36434,80.61329
3508.248,3.38536,82.39024
3508.4004,3.40245,84.56322
3508.5528,3.43406,84.67582
3508.7052,3.39338,85.02289
3508.8576,3.32633,85.17337
3509.01,3.23914,84.13943
3509.1624,3.22714,82.17292
3509.3148,3.22311,81.77656
3509.4672,3.23563,81.70258
3509.6196,3.25972,81.17492
3509.772,3.3586,80.77234
3509.9244,3.21897,80.17487
3510.0768,3.08997,80.52782
3510.2292,3.14876,80.93772
3510.3816,3.21581,81.31887
3510.534,3.23377,81.72179
3510.6864,3.22941,81.65805
3510.8388,3.25891,83.86883
3510.9912,3.25888,86.39858
3511.1436,3.28138,85.15219
3511.296,3.32316,86.76233
3511.4484,3.28856,87.17484
3511.6008,3.30917,87.47687
3511.7532,3.24108,85.89974
3511.9056,3.32895,87.57059
3512.058,3.44209,87.54514
3512.2104,3.43423,86.33305
3512.3628,3.26072,86.32853
3512.5152,3.1187,86.42305
3512.6676,3.0849,86.22667
3512.82,3.02743,85.97521
3512.9724,3.12176,86.55092
3513.1248,3.16043,87.10958
3513.2772,3.10081,86.1972
3513.4296,3.10817,86.19893
3513.582,3.15281,86.54141
3513.7344,3.21002,85.25902
3513.8868,3.29304,84.32972
3514.0392,3.11352,84.00989
3514.1916,3.17586,82.56142
3514.344,3.09294,80.42306
3514.4964,3.53759,78.6146
3514.6488,4.51181,78.06891
3514.8012,4.46792,77.51134
3514.9536,4.24553,75.21678
3515.106,3.19116,71.7505
3515.2584,4.14312,71.28278
3515.4108,6.08756,70.32909
3515.5632,7.5395,68.60079
3515.7156,7.7634,68.02679
3515.868,7.69074,67.83562
3516.0204,7.10748,67.04198
3516.1728,7.14185,66.64053
3516.3252,6.97321,67.13199
3516.4776,6.471,68.88379
3516.63,5.97749,69.36068
3516.7824,5.33119,69.43176
3516.9348,4.71569,69.78103
3517.0872,4.8709,69.75708
3517.2396,5.07568,70.11531
3517.392,6.2971,70.45486
3517.5444,8.08156,70.7841
3517.6968,8.38702,70.39222
3517.8492,8.17295,70.47671
3518.0016,7.24113,69.35919
3518.154,6.11285,68.69467
3518.3064,6.62008,68.7994
3518.4588,8.17115,68.60691
3518.6112,10.21918,68.70384
3518.7636,8.16399,68.55665
3518.916,8.60555,68.82302
3519.0684,8.12519,69.33837
3519.2208,8.17225,69.77436
3519.3732,7.37234,69.22563
3519.5256,6.96464,71.2609
3519.678,6.35135,71.34298
3519.8304,6.91158,71.93033
3519.9828,7.40131,72.06249
3520.1352,7.63154,72.5684
3520.2876,7.24,73.29288
3520.44,6.60136,73.51358
3520.5924,6.12219,74.03394
3520.7448,6.10139,74.20731
3520.8972,6.4456,74.29787
3521.0496,6.45288,74.33563
3521.202,6.55831,74.52512
3521.3544,6.69589,74.17064
3521.5068,6.84011,74.29774
3521.6592,6.9845,73.98002
3521.8116,7.19313,73.08891
3521.964,7.2507,72.10904
3522.1164,6.66544,70.75191
3522.2688,6.3434,70.06115
3522.4212,6.20022,69.79746
3522.5736,6.54146,68.27151
3522.726,5.04539,68.5081
3522.8784,4.40111,68.20534
3523.0308,3.57321,68.1947
3523.1832,3.40353,68.4564
3523.3356,4.24723,68.4582
3523.488,5.249,68.62261
3523.6404,6.06048,68.61871
3523.7928,6.58351,68.73636
3523.9452,8.26948,68.65516
3524.0976,8.89883,68.40474
3524.25,7.84361,68.40654
3524.4024,6.76118,68.09104
3524.5548,5.75358,67.92883
3524.7072,5.48574,67.9907
3524.8596,5.23931,68.12088
3525.012,4.5334,68.14261
3525.1644,4.16316,68.32531
3525.3168,4.69933,68.28471
3525.4692,5.7353,68.37618
3525.6216,5.81034,68.54973
3525.774,6.12295,68.90775
3525.9264,6.63882,69.12541
3526.0788,7.08988,69.14836
3526.2312,7.76102,69.1632
3526.3836,7.98554,69.20487
3526.536,8.39298,69.26293
3526.6884,8.63855,69.07783
3526.8408,8.72694,68.76736
3526.9932,7.41855,67.55325
3527.1456,6.50748,67.44105
3527.298,6.37631,67.30691
3527.4504,6.46592,65.88856
3527.6028,6.9205,66.83545
3527.7552,6.51948,67.0973
3527.9076,5.44262,67.4933
3528.06,4.96246,67.7614
3528.2124,4.74649,68.22841
3528.3648,4.60762,68.17334
3528.5172,4.58403,68.31449
3528.6696,5.54663,68.35993
3528.822,6.4022,68.69015
3528.9744,6.98544,69.12245
3529.1268,7.42339,68.4433
3529.2792,9.94289,68.2374
3529.4316,12.05193,67.51097
3529.584,7.44998,67.42487
3529.7364,5.34745,67.60778
3529.8888,4.91845,67.58151
3530.0412,4.38044,67.92245
3530.1936,4.07594,68.28084
3530.346,4.15091,68.40236
3530.4984,4.50578,68.502
3530.6508,4.32223,68.86761
3530.8032,3.99036,68.76279
3530.9556,4.85609,68.70558
3531.108,6.00544,68.64977
3531.2604,5.94688,68.68503
3531.4128,6.10351,68.72798
3531.5652,5.91008,68.21363
3531.7176,5.61625,68.08772
3531.87,5.66857,67.85589
3532.0224,5.80233,67.57035
3532.1748,6.3186,67.516
3532.3272,5.50904,67.57669
3532.4796,4.84241,67.5563
3532.632,4.35524,67.75463
3532.7844,3.74767,67.60235
3532.9368,3.3403,67.5947
3533.0892,3.96701,67.54402
3533.2416,4.3786,67.52987
3533.394,4.63688,67.56121
3533.5464,5.10485,67.22931
3533.6988,5.64237,66.97261
3533.8512,6.14046,66.00444
3534.0036,6.91519,65.19166
3534.156,8.87632,64.88375
3534.3084,11.9396,63.89324
3534.4608,10.18271,63.87904
3534.6132,9.52809,63.70549
3534.7656,9.45298,63.8574
3534.918,8.2716,63.89824
3535.0704,6.70436,63.97167
3535.2228,6.21083,65.44047
3535.3752,6.37548,67.14174
3535.5276,6.34661,67.03616
3535.68,6.6022,68.72362
3535.8324,6.83481,70.13241
3535.9848,6.68086,70.59442
3536.1372,6.71949,71.6259
3536.2896,6.68409,71.75882
3536.442,6.64185,71.97114
3536.5944,7.42459,71.90927
3536.7468,6.30117,71.11374
3536.8992,5.09685,70.35439
3537.0516,4.09336,69.58645
3537.204,3.22657,67.80538
3537.3564,3.3897,66.3246
3537.5088,4.74624,66.2142
3537.6612,7.85152,65.97612
3537.8136,8.7436,65.82171
3537.966,8.98923,65.73216
3538.1184,8.50256,65.99505
3538.2708,7.93334,66.31701
3538.4232,7.60791,66.42842
3538.5756,6.56587,67.47223
3538.728,6.77828,67.87692
3538.8804,7.11586,68.18995
3539.0328,7.24279,69.29625
3539.1852,7.00195,69.80252
3539.3376,6.32859,69.95114
3539.49,5.92194,69.90515
3539.6424,5.07319,69.44079
3539.7948,4.86414,69.23181
3539.9472,6.03866,68.66452
3540.0996,8.08009,68.39797
3540.252,7.80536,68.05751
3540.4044,7.72143,67.91334
3540.5568,8.89091,67.75222
3540.7092,10.98926,67.60586
3540.8616,10.85973,67.52756
3541.014,9.1914,67.69462
3541.1664,8.21604,67.83586
3541.3188,7.59696,67.40088
3541.4712,7.15693,67.46541
3541.6236,7.65375,66.41156
3541.776,7.32306,65.96899
3541.9284,8.12428,65.46305
3542.0808,9.01543,64.98955
3542.2332,12.77625,64.61318
3542.3856,14.70855,64.59489
3542.538,9.59607,64.39318
3542.6904,6.06379,64.73531
3542.8428,6.21591,65.23522
3542.9952,6.19036,65.6328
3543.1476,5.13822,65.69409
3543.3,4.0088,65.78023
3543.4524,4.27944,66.39175
3543.6048,4.535,67.11821
3543.7572,4.96515,66.6853
3543.9096,4.85343,67.51579
3544.062,4.09131,67.85305
3544.2144,3.55452,67.8151
3544.3668,3.46684,67.7155
3544.5192,3.46867,67.69331
3544.6716,4.05209,67.69809
3544.824,4.67517,67.61854
3544.9764,4.18144,67.05801
3545.1288,4.34856,67.09739
3545.2812,4.94514,66.77808
3545.4336,4.87399,66.82636
3545.586,5.25514,67.07593
3545.7384,5.34198,67.4837
3545.8908,4.24261,67.65268
3546.0432,3.79538,68.65373
3546.1956,3.20743,68.75624
3546.348,2.92561,68.92253
3546.5004,2.98368,68.596
3546.6528,3.22646,68.5718
3546.8052,3.39222,68.66038
3546.9576,3.45191,68.00304
3547.11,3.73093,67.69334
3547.2624,3.7222,66.97572
3547.4148,3.61209,67.09611
3547.5672,3.5199,66.70103
3547.7196,3.3719,66.83636
3547.872,3.07573,67.0895
3548.0244,2.84711,67.15439
3548.1768,2.67828,67.18118
3548.3292,2.65792,67.59028
3548.4816,2.73541,68.06184
3548.634,3.4063,68.04517
3548.7864,4.49305,68.09305
3548.9388,5.10493,67.90283
3549.0912,6.05144,67.80194
3549.2436,7.31052,67.38564
3549.396,7.62571,67.21309
3549.5484,7.20011,67.05289
3549.7008,6.58313,66.69762
3549.8532,5.6498,66.56155
3550.0056,4.65713,66.48084
3550.158,4.60601,66.49389
3550.3104,4.5363,66.4788
3550.4628,4.25458,66.73114
3550.6152,4.01307,66.77939
3550.7676,4.06711,66.84593
3550.92,4.37284,66.89315
3551.0724,4.37468,66.97559
3551.2248,4.22055,66.85041
3551.3772,4.11149,66.80597
3551.5296,4.3336,66.79409
3551.682,4.57956,66.54814
3551.8344,4.71521,66.5123
3551.9868,4.85905,66.45792
3552.1392,4.62162,66.46594
3552.2916,4.72227,66.4692
3552.444,4.60981,66.60194
3552.5964,4.58914,66.53455
3552.7488,4.71537,66.46088
3552.9012,4.90671,66.55473
3553.0536,5.10633,66.49873
3553.206,5.275,66.34063
3553.3584,5.32313,66.52034
3553.5108,5.34561,66.36679
3553.6632,5.32513,66.44174
3553.8156,5.23103,66.3047
3553.968,5.20761,66.26891
3554.1204,5.17173,66.16681
3554.2728,5.18972,66.16815
